"Student_ID","Term","Section_ID","Instructor_ID","Main_CourseID","Gender","Age","Ethnicity","FirstGen","Military","FosterYouth","DSPS","FinAid","Units_Attempted_Beg_Of_Term","GPA_Beg_Of_Term","TermUnitsAttempted","K12_Student","First_Time_College_Student","Nonresident_Tuition_Exempt","International","Nonresident","WR_Center","Main_Course_SuccessFlag","Main_Course_GradePoints","HS_GPA","Online","N_Center_Visits","Center_Attendance_Hours","N_Conf"
279,"Year 2 Fall",159,8975,"ENG 1","Female",54,"White, Non-Hispanic",1,0,0,0,0,24.5,4,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA
281,"Year 2 Fall",216,8605,"ENG 1","Male",25,"Hispanic / Latino",0,0,0,0,1,13,2,0,0,0,0,0,0,1,0,0,2,0,3,2.56131777776612,1
285,"Year 2 Fall",215,9935,"ENG 1","Female",46,"Mixed Ethnicity",1,0,0,1,0,48,3.89583333333333,11,0,0,0,0,0,1,1,4,NA,0,34,68.328165833354,17
292,"Year 2 Fall",159,8975,"ENG 1","Male",22,"Decline to State",0,0,0,0,1,45,1.86666666666667,15,0,0,0,0,0,0,0,0,2.3,1,NA,NA,NA
313,"Year 2 Fall",150,2357,"ENG 1","Female",22,"Mixed Ethnicity",0,0,0,1,1,15,1.8,7,0,0,0,0,0,0,1,3,3.25,0,NA,NA,NA
314,"Year 2 Fall",160,2321,"ENG 1","Female",23,"Asian",1,0,0,0,1,46,2.47826086956522,12,0,0,0,0,0,0,1,3,3,1,NA,NA,NA
325,"Year 2 Fall",116,1612,"ENG 1","Male",18,"Asian",0,0,0,0,0,6,4,7.5,0,1,0,0,0,0,1,4,2.64,0,NA,NA,NA
326,"Year 2 Fall",147,2351,"ENG 1","Male",22,"Mixed Ethnicity",1,0,0,0,1,53,2.05660377358491,4,0,0,0,0,0,1,1,2,2.606,0,1,0.318529722160763,NA
344,"Year 2 Fall",161,4550,"ENG 1","Female",18,"Asian",0,0,0,0,1,16,3.0625,5,0,0,0,0,0,1,0,0,3.5,1,NA,NA,NA
349,"Year 2 Fall",156,1612,"ENG 1","Male",22,"White, Non-Hispanic",0,1,0,0,1,16,2.6875,12,0,0,0,0,0,0,1,4,3.37,0,NA,NA,NA
407,"Year 2 Fall",127,1597,"ENG 1","Male",21,"White, Non-Hispanic",1,0,0,0,1,49,3.3469387755102,13,0,0,0,0,0,0,1,4,2.7,0,NA,NA,NA
414,"Year 2 Fall",159,8975,"ENG 1","Female",25,"Mixed Ethnicity",1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2.8,1,NA,NA,NA
441,"Year 2 Fall",140,9412,"ENG 1","Male",19,"White, Non-Hispanic",0,0,1,0,1,20,3.75,9,0,0,0,0,0,0,1,4,2.9,0,NA,NA,NA
443,"Year 2 Fall",144,1658,"ENG 1","Female",33,"White, Non-Hispanic",0,0,0,0,1,84.5,3.84615384615385,8,0,0,0,0,0,0,1,4,NA,0,NA,NA,NA
445,"Year 2 Fall",154,2019,"ENG 1","Female",26,"White, Non-Hispanic",0,0,0,0,0,41,3.19512195121951,16,0,0,0,0,0,0,1,4,NA,0,NA,NA,NA
452,"Year 2 Fall",127,1597,"ENG 1","Male",19,"White, Non-Hispanic",0,0,0,0,0,5,3,13,0,1,0,0,0,0,1,3,3.13,0,NA,NA,NA
453,"Year 2 Fall",160,2321,"ENG 1","Male",20,"White, Non-Hispanic",1,0,0,0,0,78.5,2.73885350318471,9,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA
456,"Year 2 Fall",138,1900,"ENG 1","Female",18,"African American",1,0,0,0,1,23,2.43478260869565,14,0,0,0,0,0,0,1,4,3,0,NA,NA,NA
457,"Year 2 Fall",151,3984,"ENG 1","Female",41,"White, Non-Hispanic",0,0,0,0,1,59,3.57627118644068,4,0,0,0,0,0,1,1,4,NA,0,24,50.5991708335612,37
462,"Year 2 Fall",128,1649,"ENG 1","Male",21,"Hispanic / Latino",1,0,0,0,1,18.5,2.21621621621622,10,0,0,0,0,0,0,0,0,2,0,NA,NA,NA
478,"Year 2 Fall",151,3984,"ENG 1","Male",21,"White, Non-Hispanic",1,0,0,0,1,56,3.16964285714286,15,0,0,0,0,0,1,1,4,2.8,0,2,3.85358249995443,1
486,"Year 2 Fall",121,9014,"ENG 1","Female",20,"Decline to State",1,0,0,0,1,47,2.80851063829787,7,0,0,0,0,0,0,1,3,NA,0,NA,NA,NA
499,"Year 2 Fall",161,4550,"ENG 1","Male",21,"Asian",0,0,0,1,0,47.5,2.38947368421053,12,0,0,0,0,0,1,1,3,2.188,1,10,6.35452416645156,7
509,"Year 2 Fall",117,9589,"ENG 1","Female",19,"Asian",1,0,0,0,1,51,2.92156862745098,12,0,0,0,0,0,0,1,3,NA,0,NA,NA,NA
510,"Year 2 Fall",142,2001,"ENG 1","Male",21,"White, Non-Hispanic",0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA
515,"Year 2 Fall",148,910,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,3,4,13,0,1,0,0,0,0,1,3,3.6,0,NA,NA,NA
516,"Year 2 Fall",162,1938,"ENG 1","Male",21,"White, Non-Hispanic",0,0,0,0,0,63,2.42857142857143,14,0,0,0,0,0,0,1,4,1.95,1,NA,NA,NA
524,"Year 2 Fall",162,1938,"ENG 1","Male",21,"Mixed Ethnicity",0,0,0,0,1,37,3,14,0,0,0,0,0,0,0,0,3.6,1,NA,NA,NA
525,"Year 2 Fall",147,2351,"ENG 1","Male",20,"Asian",1,0,0,0,1,50,2.84,5,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
530,"Year 2 Fall",135,1515,"ENG 1","Male",20,"Asian",0,0,0,1,0,32,2.8125,8,0,0,0,0,0,1,0,0,2.494,0,16,21.2976313891013,5
531,"Year 2 Fall",148,910,"ENG 1","Female",18,"Asian",0,0,0,0,0,11,2,15,0,1,0,0,0,0,1,4,3.16,0,NA,NA,NA
535,"Year 2 Fall",158,1672,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,1,1,10,4,13,0,0,0,0,0,0,1,3,3.54,1,NA,NA,NA
541,"Year 2 Fall",145,1953,"ENG 1","Female",21,"Hispanic / Latino",1,0,0,1,1,64,3.921875,7,0,0,0,0,0,1,1,4,NA,0,15,20.9688855556647,5
562,"Year 2 Fall",160,2321,"ENG 1","Male",29,"Asian",1,0,0,0,0,73,2.07534246575342,13,0,0,0,1,0,0,1,4,NA,1,NA,NA,NA
563,"Year 2 Fall",153,2038,"ENG 1","Male",29,"Hispanic / Latino",0,0,0,0,0,34.5,3.68115942028985,7,0,0,0,0,0,1,1,4,NA,0,38,37.5986952774392,21
580,"Year 2 Fall",150,2357,"ENG 1","Male",20,"Asian",0,0,0,0,0,41,2.36585365853659,14,0,0,0,0,0,0,1,3,2,0,NA,NA,NA
581,"Year 2 Fall",145,1953,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,0,5,4,17,0,1,0,0,0,0,1,4,3.65,0,NA,NA,NA
582,"Year 2 Fall",135,1515,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,11,2.63636363636364,13,0,1,0,0,0,1,1,3,3.2,0,68,43.6418011113008,13
586,"Year 2 Fall",159,8975,"ENG 1","Male",18,"Asian",0,0,0,0,0,3,4,3,0,1,0,0,0,0,0,0,3.2,1,NA,NA,NA
600,"Year 2 Fall",151,3984,"ENG 1","Female",37,"Mixed Ethnicity",1,0,0,0,1,50,4,10,0,0,0,0,0,1,1,3,NA,0,12,22.3914452778631,12
619,"Year 2 Fall",158,1672,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2.79,1,NA,NA,NA
626,"Year 2 Fall",146,2001,"ENG 1","Female",17,"Asian",0,0,0,0,0,5,3,7,0,1,0,0,0,0,1,2,3.55,0,NA,NA,NA
627,"Year 2 Fall",163,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,39,3.92307692307692,8,1,0,0,0,0,0,1,4,3.608,0,NA,NA,NA
628,"Year 2 Fall",163,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,36,4,8,1,0,0,0,0,0,1,4,3.544,0,NA,NA,NA
629,"Year 2 Fall",160,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,45,3.86666666666667,8,1,0,0,0,0,0,1,4,3.885,1,NA,NA,NA
630,"Year 2 Fall",163,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,36,3.75,8,1,0,0,0,0,0,1,4,3.779,0,NA,NA,NA
631,"Year 2 Fall",163,2321,"ENG 1","Female",16,"Asian",0,0,0,0,0,39,3.30769230769231,8,1,0,0,0,0,0,1,3,3.409,0,NA,NA,NA
632,"Year 2 Fall",163,2321,"ENG 1","Male",17,"Asian",1,0,0,0,0,39,4,8,1,0,0,0,0,0,1,4,3.95,0,NA,NA,NA
633,"Year 2 Fall",163,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,51,4,8,1,0,0,0,0,0,1,4,3.831,0,NA,NA,NA
634,"Year 2 Fall",163,2321,"ENG 1","Female",16,"Mixed Ethnicity",0,0,0,0,0,39,4,8,1,0,0,0,0,0,1,4,3.95,0,NA,NA,NA
636,"Year 2 Fall",163,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,46,3.06521739130435,8,1,0,0,0,0,0,1,3,4.6,0,NA,NA,NA
638,"Year 2 Fall",156,1612,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,12.5,0,1,0,0,0,0,1,3,3.18,0,NA,NA,NA
639,"Year 2 Fall",163,2321,"ENG 1","Male",17,"Asian",0,0,0,0,0,41,4,8,1,0,0,0,0,0,1,4,3.775,0,NA,NA,NA
640,"Year 2 Fall",163,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,36,4,8,1,0,0,0,0,0,1,4,3.608,0,NA,NA,NA
642,"Year 2 Fall",163,2321,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,0,39,4,8,1,0,0,0,0,0,1,4,3.9,0,NA,NA,NA
643,"Year 2 Fall",163,2321,"ENG 1","Male",17,"Asian",0,0,0,0,0,33,4,8,1,0,0,0,0,0,1,4,3.975,0,NA,NA,NA
644,"Year 2 Fall",163,2321,"ENG 1","Female",17,"African American",0,0,0,0,0,41,3.63414634146341,8,1,0,0,0,0,0,1,4,3.538,0,NA,NA,NA
645,"Year 2 Fall",146,2001,"ENG 1","Female",22,"Asian",0,0,0,0,0,48.5,3.56701030927835,12,0,0,0,1,0,0,1,4,3.78,0,NA,NA,NA
646,"Year 2 Fall",163,2321,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,0,36,3.75,8,1,0,0,0,0,0,1,4,3.785,0,NA,NA,NA
647,"Year 2 Fall",163,2321,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,0,39,3.69230769230769,8,1,0,0,0,0,0,1,4,3.628,0,NA,NA,NA
650,"Year 2 Fall",151,3984,"ENG 1","Male",22,"Mixed Ethnicity",1,0,0,0,0,74.5,2.48322147651007,15,0,0,0,0,0,0,0,1,1.858,0,NA,NA,NA
651,"Year 2 Fall",147,2351,"ENG 1","Female",22,"White, Non-Hispanic",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2.55,0,NA,NA,NA
652,"Year 2 Fall",163,2321,"ENG 1","Female",16,"Asian",0,0,0,0,0,36,4,8,1,0,0,0,0,0,1,4,3.661,0,NA,NA,NA
655,"Year 2 Fall",116,1612,"ENG 1","Male",60,"White, Non-Hispanic",1,0,0,0,1,79,3.62025316455696,8,0,0,0,0,0,1,1,4,NA,0,19,24.696705277827,2
658,"Year 2 Fall",129,2029,"ENG 1","Male",18,"Asian",0,0,0,0,0,5,3,8,0,1,0,0,0,0,0,0,2.44,0,NA,NA,NA
660,"Year 2 Fall",154,2019,"ENG 1","Female",19,"Mixed Ethnicity",0,0,0,1,1,23.5,3.74468085106383,13,0,0,0,0,0,0,1,4,3,0,NA,NA,NA
675,"Year 2 Fall",143,9412,"ENG 1","Female",22,"Hispanic / Latino",1,0,0,0,1,35,0.971428571428571,7,0,0,0,0,0,0,0,0,3.4,0,NA,NA,NA
688,"Year 2 Fall",121,9014,"ENG 1","Male",19,"White, Non-Hispanic",0,0,0,0,0,76,2.81578947368421,9,0,0,0,0,0,1,1,4,NA,0,24,18.353769166602,1
689,"Year 2 Fall",132,1515,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,1,24,3.375,12,0,0,0,0,0,1,1,3,3.8,0,9,9.30650916669104,NA
695,"Year 2 Fall",118,3272,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,4,3,4,0,1,0,0,0,0,0,0,3,0,NA,NA,NA
700,"Year 2 Fall",116,1612,"ENG 1","Female",18,"White, Non-Hispanic",1,0,0,0,0,5,3.2,18,0,1,0,0,0,0,1,3,3.62,0,NA,NA,NA
701,"Year 2 Fall",133,9935,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,1,0,10,2.9,12,0,1,0,0,0,0,0,0,2.7,0,NA,NA,NA
702,"Year 2 Fall",130,2017,"ENG 1","Male",19,"White, Non-Hispanic",0,0,0,0,1,16,3.1875,9,0,0,0,0,0,0,1,4,3.19,0,NA,NA,NA
703,"Year 2 Fall",127,1597,"ENG 1","Female",19,"White, Non-Hispanic",1,0,0,0,0,28,2.53571428571429,9,0,0,0,0,0,0,1,2,3,0,NA,NA,NA
705,"Year 2 Fall",149,1658,"ENG 1","Male",21,"Asian",0,0,0,0,0,71,3.54929577464789,7,0,0,0,0,0,0,1,4,NA,0,NA,NA,NA
706,"Year 2 Fall",118,3272,"ENG 1","Male",24,"White, Non-Hispanic",1,0,0,1,1,47.5,2.35789473684211,10,0,0,0,0,0,0,1,3,NA,0,NA,NA,NA
709,"Year 2 Fall",159,8975,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,0,0,4,2,12,0,1,0,0,0,0,0,1,3,1,NA,NA,NA
710,"Year 2 Fall",124,4776,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,3,3,0,NA,NA,NA
711,"Year 2 Fall",132,1515,"ENG 1","Male",18,"Hispanic / Latino",0,0,0,0,0,5,4,17,0,1,0,0,0,0,1,2,3.44,0,NA,NA,NA
715,"Year 2 Fall",129,2029,"ENG 1","Male",22,"White, Non-Hispanic",0,0,0,0,0,48.5,2.90721649484536,10,0,0,0,1,0,0,1,3,NA,0,NA,NA,NA
720,"Year 2 Fall",151,3984,"ENG 1","Female",37,"Asian",0,1,0,0,1,61,4,10,0,0,0,0,0,1,1,4,NA,0,51,60.5296608336767,26
727,"Year 2 Fall",116,1612,"ENG 1","Female",45,"White, Non-Hispanic",1,0,0,0,1,46.5,3.46236559139785,14,0,0,0,0,0,1,1,4,NA,0,32,48.7313197224007,2
732,"Year 2 Fall",129,2029,"ENG 1","Male",24,"White, Non-Hispanic",1,0,0,0,0,36.5,2.87671232876712,7,0,0,0,0,1,0,1,3,NA,0,NA,NA,NA
736,"Year 2 Fall",160,2321,"ENG 1","Male",20,"Mixed Ethnicity",0,0,0,0,0,33.5,3.07462686567164,13,0,0,0,0,0,0,1,4,3.2,1,NA,NA,NA
737,"Year 2 Fall",140,9412,"ENG 1","Female",31,"White, Non-Hispanic",0,0,0,0,1,8,3.375,14,0,0,0,0,0,1,1,4,NA,0,10,21.1810536111726,2
744,"Year 2 Fall",152,1980,"ENG 1","Female",48,"Asian",1,0,0,0,0,52,3.90384615384615,4,0,0,0,0,0,1,1,4,NA,0,17,21.0412697223822,17
745,"Year 2 Fall",150,2357,"ENG 1","Female",21,"Mixed Ethnicity",1,0,0,1,1,48,3.04166666666667,1.5,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
750,"Year 2 Fall",138,1900,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,1,0,0,10,0,1,0,0,0,1,1,4,2.5,0,13,20.5471074999041,NA
760,"Year 2 Fall",118,3272,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,4,3.13,0,NA,NA,NA
764,"Year 2 Fall",162,1938,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,33,3.45454545454545,15,0,0,0,0,0,0,1,4,3.5,1,NA,NA,NA
769,"Year 2 Fall",147,2351,"ENG 1","Male",25,"Hispanic / Latino",1,0,0,0,1,5,2,12,0,0,0,0,0,0,0,0,2.5,0,NA,NA,NA
773,"Year 2 Fall",215,9935,"ENG 1","Female",15,"White, Non-Hispanic",0,0,0,1,0,24.5,3.87755102040816,10,1,0,0,0,0,1,1,4,NA,0,24,20.3869044444958,5
780,"Year 2 Fall",161,4550,"ENG 1","Female",19,"Mixed Ethnicity",0,0,0,0,1,46,2.69565217391304,8,0,0,0,0,0,0,0,0,2.23,1,NA,NA,NA
784,"Year 2 Fall",152,1980,"ENG 1","Male",20,"White, Non-Hispanic",0,0,0,0,0,45,2.66666666666667,13,0,0,0,0,0,0,1,2,3,0,NA,NA,NA
785,"Year 2 Fall",141,5224,"ENG 1","Male",19,"Mixed Ethnicity",0,0,0,0,1,26,2.69230769230769,11.5,0,0,0,0,0,1,1,3,2.1,0,16,10.5157480554448,1
787,"Year 2 Fall",128,1649,"ENG 1","Female",20,"White, Non-Hispanic",0,0,0,0,1,58.5,3.31623931623932,13,0,0,0,0,0,1,1,4,3.1,0,9,21.6822058332629,2
813,"Year 2 Fall",219,2350,"ENG 1","Male",20,"Asian",1,0,0,0,1,40,2.825,12,0,0,0,0,0,1,1,3,2.8,0,14,21.0028797223171,5
817,"Year 2 Fall",215,9935,"ENG 1","Male",20,"Mixed Ethnicity",0,0,1,0,1,45,2.86666666666667,12,0,0,0,0,0,1,1,3,3,0,25,19.7434463890394,5
819,"Year 2 Fall",148,910,"ENG 1","Male",20,"Asian",0,0,0,0,1,33,1.81818181818182,7,0,0,0,0,0,0,1,2,2.05,0,NA,NA,NA
828,"Year 2 Fall",142,2001,"ENG 1","Male",21,"Hispanic / Latino",0,0,0,0,0,55,2.52727272727273,10,0,0,1,0,0,0,1,4,2.83,0,NA,NA,NA
845,"Year 2 Fall",138,1900,"ENG 1","Female",18,"Hispanic / Latino",1,0,0,0,1,0,0,14,0,1,0,0,0,0,1,4,3.1,0,NA,NA,NA
853,"Year 2 Fall",163,2321,"ENG 1","Female",19,"White, Non-Hispanic",0,0,0,0,1,19,3.47368421052632,15,0,0,0,0,0,0,1,4,3,0,NA,NA,NA
877,"Year 2 Fall",163,2321,"ENG 1","Female",21,"White, Non-Hispanic",0,0,0,0,1,41.5,2.5421686746988,17,0,0,0,0,0,0,0,0,3.6,0,NA,NA,NA
889,"Year 2 Fall",135,1515,"ENG 1","Female",20,"Hispanic / Latino",0,0,0,1,1,31.5,2.15873015873016,6,0,0,0,0,0,1,0,1,0,0,28,39.81416333331,19
890,"Year 2 Fall",151,3984,"ENG 1","Female",41,"White, Non-Hispanic",1,0,0,1,1,47,3.51063829787234,13,0,0,0,0,0,1,1,4,3.5,0,36,41.4548724999693,23
895,"Year 2 Fall",142,2001,"ENG 1","Male",19,"Hispanic / Latino",0,0,0,0,1,53,2.77358490566038,13,0,0,0,0,0,0,1,2,2.97,0,NA,NA,NA
904,"Year 2 Fall",118,3272,"ENG 1","Male",20,"White, Non-Hispanic",0,0,0,0,1,50.5,2.15841584158416,13,0,0,0,0,0,0,0,0,2.74,0,NA,NA,NA
907,"Year 2 Fall",218,2321,"ENG 1","Male",19,"Hispanic / Latino",1,0,0,0,1,10.5,1.14285714285714,10,0,0,0,0,0,1,0,0,2.8,0,2,1.55740750001536,NA
917,"Year 2 Fall",161,4550,"ENG 1","Female",19,"White, Non-Hispanic",1,0,0,0,0,37,3.24324324324324,16,0,0,0,0,0,0,1,2,3,1,NA,NA,NA
924,"Year 2 Fall",147,2351,"ENG 1","Male",20,"Hispanic / Latino",1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,NA,NA,NA
928,"Year 2 Fall",143,9412,"ENG 1","Female",21,"White, Non-Hispanic",0,0,0,0,0,32,2.375,10,0,0,0,0,0,0,1,2,3.57,0,NA,NA,NA
934,"Year 2 Fall",153,2038,"ENG 1","Female",50,"Asian",0,0,0,0,0,15,4,7,0,0,0,0,0,1,1,4,NA,0,12,31.7181297223436,3
940,"Year 2 Fall",127,1597,"ENG 1","Male",19,"Asian",0,0,0,0,0,50.5,3.02970297029703,18,0,0,0,0,0,0,1,4,3,0,NA,NA,NA
949,"Year 2 Fall",141,5224,"ENG 1","Male",20,"Mixed Ethnicity",1,0,0,0,1,20,2.2,7,0,0,0,0,0,0,1,2,2.9,0,NA,NA,NA
959,"Year 2 Fall",134,1900,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,10,3.5,13,0,1,0,0,0,0,1,4,3,0,NA,NA,NA
965,"Year 2 Fall",141,5224,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,1,0,0,13,0,1,0,0,0,0,1,4,3.2,0,NA,NA,NA
972,"Year 2 Fall",137,8735,"ENG 1","Female",19,"Hispanic / Latino",0,0,0,1,1,25.5,2.80392156862745,4,0,0,0,0,0,0,1,4,3.35,0,NA,NA,NA
980,"Year 2 Fall",140,9412,"ENG 1","Male",20,"Mixed Ethnicity",1,0,0,0,1,38,2.21052631578947,3,0,0,0,0,0,0,0,1,2.7,0,NA,NA,NA
996,"Year 2 Fall",138,1900,"ENG 1","Female",18,"Hispanic / Latino",1,1,0,1,1,1.5,3,16,0,1,0,0,0,0,1,4,2.9,0,NA,NA,NA
1039,"Year 2 Fall",152,1980,"ENG 1","Male",35,"Hispanic / Latino",0,0,0,0,1,29.5,3.11864406779661,7,0,0,0,0,0,1,1,3,3,0,5,2.69949749999576,NA
1043,"Year 2 Fall",126,2017,"ENG 1","Male",25,"Mixed Ethnicity",0,0,0,0,1,38,3.10526315789474,10,0,0,0,0,0,1,1,4,1.758,0,21,22.4552502778504,NA
1045,"Year 2 Fall",140,9412,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,1,1,0,0,12,0,1,1,0,0,0,1,3,3.42,0,NA,NA,NA
1052,"Year 2 Fall",127,1597,"ENG 1","Male",21,"Asian",1,0,0,0,0,28.5,2.96491228070175,14,0,0,0,1,0,1,1,4,3.8,0,18,34.4118216664924,1
1062,"Year 2 Fall",121,9014,"ENG 1","Male",19,"Asian",0,0,0,1,0,0,0,12,0,1,0,0,0,0,1,3,2.95,0,NA,NA,NA
1063,"Year 2 Fall",125,1833,"ENG 1","Female",18,"Asian",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3.21,0,NA,NA,NA
1072,"Year 2 Fall",147,2351,"ENG 1","Male",20,"Asian",0,0,0,0,0,56,1.76785714285714,11,0,0,0,0,0,0,1,2,NA,0,NA,NA,NA
1074,"Year 2 Fall",116,1612,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,6,4,12,0,1,0,0,0,0,1,4,3,0,NA,NA,NA
1077,"Year 2 Fall",120,8483,"ENG 1","Male",18,"Asian",0,0,0,0,0,5,4,14,0,1,0,0,0,0,1,3,3.9,0,NA,NA,NA
1082,"Year 2 Fall",126,2017,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,9,4,14,0,0,0,0,0,0,1,4,3.34,0,NA,NA,NA
1085,"Year 2 Fall",215,9935,"ENG 1","Male",20,"Mixed Ethnicity",1,0,0,0,1,28.5,2.07017543859649,11,0,0,0,0,0,1,1,3,3.5,0,17,24.1575647222334,4
1087,"Year 2 Fall",150,2357,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,17,0,1,0,0,0,0,1,3,3.1,0,NA,NA,NA
1093,"Year 2 Fall",119,5224,"ENG 1","Female",17,"Mixed Ethnicity",0,0,0,0,1,13,4,11,0,1,0,0,0,0,1,3,3.45,0,NA,NA,NA
1095,"Year 2 Fall",136,8483,"ENG 1","Male",18,"Asian",0,0,0,0,1,19,3.42105263157895,14,0,1,0,0,0,1,1,2,2.89,0,30,20.2483822221888,NA
1110,"Year 2 Fall",123,1660,"ENG 1","Female",17,"Asian",0,0,0,0,0,3,4,12,0,1,0,0,0,0,1,4,3,0,NA,NA,NA
1113,"Year 2 Fall",158,1672,"ENG 1","Male",17,"Asian",0,0,0,0,1,8,2.125,15,0,1,0,0,0,0,1,4,3.31,1,NA,NA,NA
1117,"Year 2 Fall",117,9589,"ENG 1","Female",18,"Asian",0,0,0,0,0,6,4,13,0,1,0,0,0,0,1,4,3.68,0,NA,NA,NA
1118,"Year 2 Fall",117,9589,"ENG 1","Female",18,"Hispanic / Latino",1,0,0,0,1,5,1,12,0,1,0,0,0,0,0,1,3,0,NA,NA,NA
1123,"Year 2 Fall",126,2017,"ENG 1","Female",20,"Asian",0,0,0,0,0,11,3.09090909090909,10,0,0,0,0,0,1,1,3,2.6,0,19,21.6586961110433,3
1130,"Year 2 Fall",129,2029,"ENG 1","Female",18,"Mixed Ethnicity",1,0,0,0,1,3,4,10,0,1,0,0,0,0,1,4,3.8,0,NA,NA,NA
1137,"Year 2 Fall",128,1649,"ENG 1","Male",17,"Asian",0,0,0,0,1,12,2.91666666666667,13,0,0,0,0,0,0,1,4,3,0,NA,NA,NA
1146,"Year 2 Fall",156,1612,"ENG 1","Male",18,"Asian",0,0,0,0,0,3,4,15,0,1,0,0,0,0,1,4,3.8,0,NA,NA,NA
1151,"Year 2 Fall",155,9569,"ENG 1","Female",18,"Asian",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,4,3.76,0,NA,NA,NA
1154,"Year 2 Fall",156,1612,"ENG 1","Female",20,"White, Non-Hispanic",0,0,0,0,1,15,3.4,11,0,0,0,0,0,0,1,4,NA,0,NA,NA,NA
1155,"Year 2 Fall",219,2350,"ENG 1","Male",19,"White, Non-Hispanic",0,0,0,0,0,30,2.5,18,0,0,0,0,0,1,1,2,2.3,0,6,10.6768447222974,1
1157,"Year 2 Fall",131,1833,"ENG 1","Male",20,"Mixed Ethnicity",0,0,0,0,0,49,2.14285714285714,12,0,0,0,0,0,0,1,2,2.5,0,NA,NA,NA
1158,"Year 2 Fall",161,4550,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,0,1,0,0,10.5,0,1,0,0,0,0,0,0,2.8,1,NA,NA,NA
1175,"Year 2 Fall",151,3984,"ENG 1","Female",18,"Mixed Ethnicity",1,0,0,0,1,15,2,15,0,1,0,0,0,0,0,0,2.5,0,NA,NA,NA
1176,"Year 2 Fall",124,4776,"ENG 1","Decline",20,"White, Non-Hispanic",0,0,0,0,1,55,2.34545454545455,4,0,0,0,0,0,1,0,0,2.3,0,5,3.13677722222275,NA
1177,"Year 2 Fall",155,9569,"ENG 1","Female",17,"Asian",1,0,0,1,0,11,3.54545454545455,13,0,1,0,0,0,0,1,2,3.51,0,NA,NA,NA
1201,"Year 2 Fall",215,9935,"ENG 1","Female",18,"Mixed Ethnicity",1,0,0,0,0,3,2,3,0,1,0,0,0,1,0,0,2.84,0,5,4.61163444452816,NA
1204,"Year 2 Fall",147,2351,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,1,16,3.6875,15,0,1,0,0,0,0,1,4,3.75,0,NA,NA,NA
1205,"Year 2 Fall",139,1953,"ENG 1","Male",20,"Asian",1,0,0,0,1,56.5,3.20353982300885,14,0,0,0,0,0,1,1,4,4,0,9,36.9981700000498,6
1212,"Year 2 Fall",119,5224,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,4,4,16,0,1,0,0,0,1,1,4,3.7,0,14,21.4306097221374,NA
