,Student_ID,Term,Section_ID,Instructor_ID,Main_CourseID,Age,FirstGen,Military,FosterYouth,DSPS,FinAid,Units_Attempted_Beg_Of_Term,GPA_Beg_Of_Term,TermUnitsAttempted,K12_Student,First_Time_College_Student,Nonresident_Tuition_Exempt,International,Nonresident,WR_Center,Main_Course_SuccessFlag,Main_Course_GradePoints,HS_GPA,Online,N_Center_Visits,Center_Attendance_Hours,N_Conf,WR_Center_FailFlag,HS_GPA_Flag,CC_GPA_Flag,Gender_Female,Gender_Male,Ethnicity_Asian,Ethnicity_Hispanic / Latino,Ethnicity_Mixed Ethnicity,"Ethnicity_White, Non-Hispanic"
2329,705,Year 2 Fall,149,1658,ENG 1,21,0,0,0,0,0,71.0,3.54929577464789,7.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
2330,706,Year 2 Fall,118,3272,ENG 1,24,1,0,0,1,1,47.5,2.35789473684211,10.0,0,0,0,0,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
2331,709,Year 2 Fall,159,8975,ENG 1,18,1,0,0,0,0,4.0,2.0,12.0,0,1,0,0,0,0,0,1,3.0,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2332,710,Year 2 Fall,124,4776,ENG 1,18,0,0,0,0,0,0.0,,12.0,0,1,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
2333,711,Year 2 Fall,132,1515,ENG 1,18,0,0,0,0,0,5.0,4.0,17.0,0,1,0,0,0,0,1,2,3.44,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
2334,715,Year 2 Fall,129,2029,ENG 1,22,0,0,0,0,0,48.5,2.90721649484536,10.0,0,0,0,1,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
2335,720,Year 2 Fall,151,3984,ENG 1,37,0,1,0,0,1,61.0,4.0,10.0,0,0,0,0,0,1,1,4,,0,51.0,60.5296608336767,26.0,0.0,0,1,1,0,1,0,0,0
2336,727,Year 2 Fall,116,1612,ENG 1,45,1,0,0,0,1,46.5,3.46236559139785,14.0,0,0,0,0,0,1,1,4,,0,32.0,48.7313197224007,2.0,0.0,0,1,1,0,0,0,0,1
2337,732,Year 2 Fall,129,2029,ENG 1,24,1,0,0,0,0,36.5,2.87671232876712,7.0,0,0,0,0,1,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
2338,736,Year 2 Fall,160,2321,ENG 1,20,0,0,0,0,0,33.5,3.07462686567164,13.0,0,0,0,0,0,0,1,4,3.2,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2339,737,Year 2 Fall,140,9412,ENG 1,31,0,0,0,0,1,8.0,3.375,14.0,0,0,0,0,0,1,1,4,,0,10.0,21.1810536111726,2.0,0.0,0,1,1,0,0,0,0,1
2340,744,Year 2 Fall,152,1980,ENG 1,48,1,0,0,0,0,52.0,3.90384615384615,4.0,0,0,0,0,0,1,1,4,,0,17.0,21.0412697223822,17.0,0.0,0,1,1,0,1,0,0,0
2341,745,Year 2 Fall,150,2357,ENG 1,21,1,0,0,1,1,48.0,3.04166666666667,1.5,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
2342,750,Year 2 Fall,138,1900,ENG 1,17,0,0,0,0,1,0.0,,10.0,0,1,0,0,0,1,1,4,2.5,0,13.0,20.5471074999041,0.0,0.0,1,0,1,0,0,0,0,1
2343,760,Year 2 Fall,118,3272,ENG 1,18,0,0,0,0,0,0.0,,12.0,0,1,0,0,0,0,1,4,3.13,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
2344,764,Year 2 Fall,162,1938,ENG 1,18,0,0,0,0,0,33.0,3.45454545454545,15.0,0,0,0,0,0,0,1,4,3.5,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2345,769,Year 2 Fall,147,2351,ENG 1,25,1,0,0,0,1,5.0,2.0,12.0,0,0,0,0,0,0,0,0,2.5,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
2346,773,Year 2 Fall,215,9935,ENG 1,15,0,0,0,1,0,24.5,3.87755102040816,10.0,1,0,0,0,0,1,1,4,,0,24.0,20.3869044444958,5.0,0.0,0,1,1,0,0,0,0,1
2347,780,Year 2 Fall,161,4550,ENG 1,19,0,0,0,0,1,46.0,2.69565217391304,8.0,0,0,0,0,0,0,0,0,2.23,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2348,784,Year 2 Fall,152,1980,ENG 1,20,0,0,0,0,0,45.0,2.66666666666667,13.0,0,0,0,0,0,0,1,2,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2349,785,Year 2 Fall,141,5224,ENG 1,19,0,0,0,0,1,26.0,2.69230769230769,11.5,0,0,0,0,0,1,1,3,2.1,0,16.0,10.5157480554448,1.0,1.0,1,1,0,1,0,0,1,0
2350,787,Year 2 Fall,128,1649,ENG 1,20,0,0,0,0,1,58.5,3.31623931623932,13.0,0,0,0,0,0,1,1,4,3.1,0,9.0,21.6822058332629,2.0,0.0,1,1,1,0,0,0,0,1
2351,813,Year 2 Fall,219,2350,ENG 1,20,1,0,0,0,1,40.0,2.825,12.0,0,0,0,0,0,1,1,3,2.8,0,14.0,21.0028797223171,5.0,0.0,1,1,0,1,1,0,0,0
2352,817,Year 2 Fall,215,9935,ENG 1,20,0,0,1,0,1,45.0,2.86666666666667,12.0,0,0,0,0,0,1,1,3,3.0,0,25.0,19.7434463890394,5.0,0.0,1,1,0,1,0,0,1,0
2353,819,Year 2 Fall,148,910,ENG 1,20,0,0,0,0,1,33.0,1.81818181818182,7.0,0,0,0,0,0,0,1,2,2.05,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2354,828,Year 2 Fall,142,2001,ENG 1,21,0,0,0,0,0,55.0,2.52727272727273,10.0,0,0,1,0,0,0,1,4,2.83,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
2355,845,Year 2 Fall,138,1900,ENG 1,18,1,0,0,0,1,0.0,,14.0,0,1,0,0,0,0,1,4,3.1,0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0
2356,853,Year 2 Fall,163,2321,ENG 1,19,0,0,0,0,1,19.0,3.47368421052632,15.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2357,877,Year 2 Fall,163,2321,ENG 1,21,0,0,0,0,1,41.5,2.5421686746988,17.0,0,0,0,0,0,0,0,0,3.6,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2358,889,Year 2 Fall,135,1515,ENG 1,20,0,0,0,1,1,31.5,2.15873015873016,6.0,0,0,0,0,0,1,0,1,0.0,0,28.0,39.81416333331,19.0,0.0,1,1,1,0,0,1,0,0
2359,890,Year 2 Fall,151,3984,ENG 1,41,1,0,0,1,1,47.0,3.51063829787234,13.0,0,0,0,0,0,1,1,4,3.5,0,36.0,41.4548724999693,23.0,0.0,1,1,1,0,0,0,0,1
2360,895,Year 2 Fall,142,2001,ENG 1,19,0,0,0,0,1,53.0,2.77358490566038,13.0,0,0,0,0,0,0,1,2,2.97,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
2361,904,Year 2 Fall,118,3272,ENG 1,20,0,0,0,0,1,50.5,2.15841584158416,13.0,0,0,0,0,0,0,0,0,2.74,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2362,907,Year 2 Fall,218,2321,ENG 1,19,1,0,0,0,1,10.5,1.14285714285714,10.0,0,0,0,0,0,1,0,0,2.8,0,2.0,1.55740750001536,0.0,1.0,1,1,0,1,0,1,0,0
2363,917,Year 2 Fall,161,4550,ENG 1,19,1,0,0,0,0,37.0,3.24324324324324,16.0,0,0,0,0,0,0,1,2,3.0,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2364,924,Year 2 Fall,147,2351,ENG 1,20,1,0,0,0,0,0.0,,8.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
2365,928,Year 2 Fall,143,9412,ENG 1,21,0,0,0,0,0,32.0,2.375,10.0,0,0,0,0,0,0,1,2,3.57,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2366,934,Year 2 Fall,153,2038,ENG 1,50,0,0,0,0,0,15.0,4.0,7.0,0,0,0,0,0,1,1,4,,0,12.0,31.7181297223436,3.0,0.0,0,1,1,0,1,0,0,0
2367,940,Year 2 Fall,127,1597,ENG 1,19,0,0,0,0,0,50.5,3.02970297029703,18.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2368,949,Year 2 Fall,141,5224,ENG 1,20,1,0,0,0,1,20.0,2.2,7.0,0,0,0,0,0,0,1,2,2.9,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2369,959,Year 2 Fall,134,1900,ENG 1,18,0,0,0,0,1,10.0,3.5,13.0,0,1,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2370,965,Year 2 Fall,141,5224,ENG 1,18,0,0,0,0,1,0.0,,13.0,0,1,0,0,0,0,1,4,3.2,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
2371,972,Year 2 Fall,137,8735,ENG 1,19,0,0,0,1,1,25.5,2.80392156862745,4.0,0,0,0,0,0,0,1,4,3.35,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
2372,980,Year 2 Fall,140,9412,ENG 1,20,1,0,0,0,1,38.0,2.21052631578947,3.0,0,0,0,0,0,0,0,1,2.7,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2373,996,Year 2 Fall,138,1900,ENG 1,18,1,1,0,1,1,1.5,3.0,16.0,0,1,0,0,0,0,1,4,2.9,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
2374,1039,Year 2 Fall,152,1980,ENG 1,35,0,0,0,0,1,29.5,3.11864406779661,7.0,0,0,0,0,0,1,1,3,3.0,0,5.0,2.69949749999576,0.0,1.0,1,1,0,1,0,1,0,0
2375,1043,Year 2 Fall,126,2017,ENG 1,25,0,0,0,0,1,38.0,3.10526315789474,10.0,0,0,0,0,0,1,1,4,1.758,0,21.0,22.4552502778504,0.0,0.0,1,1,0,1,0,0,1,0
2376,1045,Year 2 Fall,140,9412,ENG 1,17,0,0,0,1,1,0.0,,12.0,0,1,1,0,0,0,1,3,3.42,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
2377,1052,Year 2 Fall,127,1597,ENG 1,21,1,0,0,0,0,28.5,2.96491228070175,14.0,0,0,0,1,0,1,1,4,3.8,0,18.0,34.4118216664924,1.0,1.0,1,1,0,1,1,0,0,0
2378,1062,Year 2 Fall,121,9014,ENG 1,19,0,0,0,1,0,0.0,,12.0,0,1,0,0,0,0,1,3,2.95,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
2379,1063,Year 2 Fall,125,1833,ENG 1,18,0,0,0,0,0,0.0,,11.0,0,0,0,0,0,0,0,0,3.21,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0
2380,1072,Year 2 Fall,147,2351,ENG 1,20,0,0,0,0,0,56.0,1.76785714285714,11.0,0,0,0,0,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
2381,1074,Year 2 Fall,116,1612,ENG 1,18,0,0,0,0,1,6.0,4.0,12.0,0,1,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2382,1077,Year 2 Fall,120,8483,ENG 1,18,0,0,0,0,0,5.0,4.0,14.0,0,1,0,0,0,0,1,3,3.9,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2383,1082,Year 2 Fall,126,2017,ENG 1,18,0,0,0,0,0,9.0,4.0,14.0,0,0,0,0,0,0,1,4,3.34,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2384,1085,Year 2 Fall,215,9935,ENG 1,20,1,0,0,0,1,28.5,2.07017543859649,11.0,0,0,0,0,0,1,1,3,3.5,0,17.0,24.1575647222334,4.0,0.0,1,1,0,1,0,0,1,0
2385,1087,Year 2 Fall,150,2357,ENG 1,18,0,0,0,0,0,0.0,,17.0,0,1,0,0,0,0,1,3,3.1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
2386,1093,Year 2 Fall,119,5224,ENG 1,17,0,0,0,0,1,13.0,4.0,11.0,0,1,0,0,0,0,1,3,3.45,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2387,1095,Year 2 Fall,136,8483,ENG 1,18,0,0,0,0,1,19.0,3.42105263157895,14.0,0,1,0,0,0,1,1,2,2.89,0,30.0,20.2483822221888,0.0,0.0,1,1,0,1,1,0,0,0
2388,1110,Year 2 Fall,123,1660,ENG 1,17,0,0,0,0,0,3.0,4.0,12.0,0,1,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
2389,1113,Year 2 Fall,158,1672,ENG 1,17,0,0,0,0,1,8.0,2.125,15.0,0,1,0,0,0,0,1,4,3.31,1,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2390,1117,Year 2 Fall,117,9589,ENG 1,18,0,0,0,0,0,6.0,4.0,13.0,0,1,0,0,0,0,1,4,3.68,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
2391,1118,Year 2 Fall,117,9589,ENG 1,18,1,0,0,0,1,5.0,1.0,12.0,0,1,0,0,0,0,0,1,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
2392,1123,Year 2 Fall,126,2017,ENG 1,20,0,0,0,0,0,11.0,3.09090909090909,10.0,0,0,0,0,0,1,1,3,2.6,0,19.0,21.6586961110433,3.0,0.0,1,1,1,0,1,0,0,0
2393,1130,Year 2 Fall,129,2029,ENG 1,18,1,0,0,0,1,3.0,4.0,10.0,0,1,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2394,1137,Year 2 Fall,128,1649,ENG 1,17,0,0,0,0,1,12.0,2.91666666666667,13.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2395,1146,Year 2 Fall,156,1612,ENG 1,18,0,0,0,0,0,3.0,4.0,15.0,0,1,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2396,1151,Year 2 Fall,155,9569,ENG 1,18,0,0,0,0,0,0.0,,15.0,0,1,0,0,0,0,1,4,3.76,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0
2397,1154,Year 2 Fall,156,1612,ENG 1,20,0,0,0,0,1,15.0,3.4,11.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
2398,1155,Year 2 Fall,219,2350,ENG 1,19,0,0,0,0,0,30.0,2.5,18.0,0,0,0,0,0,1,1,2,2.3,0,6.0,10.6768447222974,1.0,1.0,1,1,0,1,0,0,0,1
2399,1157,Year 2 Fall,131,1833,ENG 1,20,0,0,0,0,0,49.0,2.14285714285714,12.0,0,0,0,0,0,0,1,2,2.5,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2400,1158,Year 2 Fall,161,4550,ENG 1,18,1,0,0,0,1,0.0,,10.5,0,1,0,0,0,0,0,0,2.8,1,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0
2401,1175,Year 2 Fall,151,3984,ENG 1,18,1,0,0,0,1,15.0,2.0,15.0,0,1,0,0,0,0,0,0,2.5,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2403,1177,Year 2 Fall,155,9569,ENG 1,17,1,0,0,1,0,11.0,3.54545454545455,13.0,0,1,0,0,0,0,1,2,3.51,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
2404,1201,Year 2 Fall,215,9935,ENG 1,18,1,0,0,0,0,3.0,2.0,3.0,0,1,0,0,0,1,0,0,2.84,0,5.0,4.61163444452816,0.0,1.0,1,1,1,0,0,0,1,0
2405,1204,Year 2 Fall,147,2351,ENG 1,18,0,0,0,0,1,16.0,3.6875,15.0,0,1,0,0,0,0,1,4,3.75,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2406,1205,Year 2 Fall,139,1953,ENG 1,20,1,0,0,0,1,56.5,3.20353982300885,14.0,0,0,0,0,0,1,1,4,4.0,0,9.0,36.9981700000498,6.0,0.0,1,1,0,1,1,0,0,0
2407,1212,Year 2 Fall,119,5224,ENG 1,18,0,0,0,0,0,4.0,4.0,16.0,0,1,0,0,0,1,1,4,3.7,0,14.0,21.4306097221374,0.0,0.0,1,1,1,0,0,0,0,1
2408,1220,Year 2 Fall,159,8975,ENG 1,21,1,0,0,0,1,60.5,1.76859504132231,0.0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
2409,1222,Year 2 Fall,121,9014,ENG 1,18,0,0,0,0,0,10.0,3.5,7.0,0,1,0,0,0,0,1,3,3.5,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2410,1225,Year 2 Fall,156,1612,ENG 1,20,0,0,0,1,0,7.5,1.93333333333333,3.0,0,0,0,0,0,1,0,0,2.5,0,1.0,1.29285555554761,0.0,1.0,1,1,0,1,0,0,0,1
2411,1226,Year 2 Fall,162,1938,ENG 1,22,1,0,0,0,0,43.5,2.50574712643678,13.0,0,0,0,1,0,0,1,4,2.52,1,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
2412,1230,Year 2 Fall,125,1833,ENG 1,18,1,0,0,0,0,0.0,,15.0,0,1,0,0,0,0,1,2,3.3,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0
2413,1237,Year 2 Fall,134,1900,ENG 1,18,0,0,0,0,0,6.0,4.0,17.0,0,1,0,0,0,0,1,4,3.42,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2414,1244,Year 2 Fall,154,2019,ENG 1,17,0,0,0,0,0,10.5,4.0,17.0,0,1,0,0,0,1,1,4,3.7,0,16.0,21.7174830556578,0.0,0.0,1,1,0,1,1,0,0,0
2415,1248,Year 2 Fall,133,9935,ENG 1,18,0,0,0,0,0,5.0,2.0,17.0,0,1,0,0,0,0,1,4,3.83,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2416,1249,Year 2 Fall,133,9935,ENG 1,18,0,0,0,0,1,0.0,,15.5,0,1,0,0,0,0,1,4,3.67,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0
2417,1253,Year 2 Fall,160,2321,ENG 1,23,0,0,0,0,0,58.5,2.77777777777778,13.0,0,0,0,1,0,0,1,3,3.7,1,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
2418,1257,Year 2 Fall,145,1953,ENG 1,20,0,0,0,1,0,58.0,3.72413793103448,11.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2419,1270,Year 2 Fall,149,1658,ENG 1,37,1,1,0,0,1,47.0,2.53191489361702,14.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
2420,1274,Year 2 Fall,118,3272,ENG 1,18,0,0,0,0,1,4.5,3.0,10.0,0,1,0,0,0,0,1,4,3.17,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2421,1275,Year 2 Fall,124,4776,ENG 1,21,0,0,1,0,1,40.0,2.625,9.0,0,0,0,0,0,0,1,2,4.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2422,1277,Year 2 Fall,150,2357,ENG 1,20,0,0,0,0,1,0.0,,16.0,0,0,0,0,0,0,1,3,3.4,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
2423,1279,Year 2 Fall,153,2038,ENG 1,22,0,0,0,0,1,54.5,2.69724770642202,10.0,0,0,0,0,0,0,1,2,3.7,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2424,1282,Year 2 Fall,147,2351,ENG 1,22,1,0,0,0,1,29.5,3.25423728813559,13.0,0,0,0,0,0,0,1,3,2.7,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2425,1283,Year 2 Fall,141,5224,ENG 1,54,1,0,0,0,1,13.0,2.84615384615385,13.0,0,0,0,0,0,1,0,1,3.0,0,37.0,60.9552949998776,15.0,0.0,1,1,0,1,0,0,0,1
2426,1284,Year 2 Fall,159,8975,ENG 1,36,1,0,0,0,1,38.0,2.13157894736842,0.0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
2427,1289,Year 2 Fall,148,910,ENG 1,34,0,0,0,0,0,50.5,3.72277227722772,13.0,0,0,0,1,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
2428,1298,Year 2 Fall,162,1938,ENG 1,21,0,0,0,0,0,47.5,2.72631578947368,19.0,0,0,0,1,0,0,1,3,,1,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
2429,1301,Year 2 Fall,217,8975,ENG 1,26,1,0,0,0,1,24.0,3.04166666666667,7.0,0,0,0,0,0,1,0,0,3.0,0,5.0,3.35735861109363,0.0,1.0,1,1,0,1,0,1,0,0
2430,1305,Year 2 Fall,163,2321,ENG 1,19,0,0,0,0,1,0.0,,12.0,0,0,0,0,0,0,1,3,3.7,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0
2431,1311,Year 2 Fall,161,4550,ENG 1,19,0,0,0,0,0,33.0,2.51515151515152,14.0,0,0,0,0,0,0,1,2,2.8,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2432,1319,Year 2 Fall,138,1900,ENG 1,35,1,0,0,1,1,13.0,4.0,7.0,0,0,0,0,0,1,1,4,,0,28.0,22.6557377778822,1.0,1.0,0,1,1,0,0,0,0,1
2433,1322,Year 2 Fall,153,2038,ENG 1,19,0,0,0,0,1,10.0,2.1,11.0,0,0,0,0,0,0,0,0,2.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2434,1334,Year 2 Fall,139,1953,ENG 1,19,1,0,0,0,1,43.0,3.3953488372093,18.0,0,0,0,0,0,1,1,4,4.0,0,55.0,55.5739377779431,18.0,0.0,1,1,1,0,0,0,0,1
2435,1346,Year 2 Fall,151,3984,ENG 1,25,1,0,0,0,1,30.0,3.8,13.0,0,0,0,0,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
2436,1353,Year 2 Fall,140,9412,ENG 1,18,1,0,0,0,0,10.0,2.0,13.0,0,1,0,0,0,0,1,3,2.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2437,1355,Year 2 Fall,131,1833,ENG 1,22,0,0,0,0,0,44.0,2.97727272727273,4.0,0,0,0,0,0,0,0,1,2.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2438,1358,Year 2 Fall,120,8483,ENG 1,18,0,0,0,0,0,25.0,3.88,10.0,0,0,0,0,0,0,0,0,2.5,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2439,1363,Year 2 Fall,133,9935,ENG 1,21,0,0,0,0,1,31.0,3.03225806451613,12.0,0,0,0,0,0,0,1,4,2.9,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2440,1418,Year 2 Fall,124,4776,ENG 1,20,1,0,0,0,0,28.0,3.66071428571429,13.0,0,0,0,0,0,0,1,3,3.3,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2441,1438,Year 2 Fall,160,2321,ENG 1,21,1,0,0,0,0,30.5,3.19672131147541,19.0,0,0,0,1,0,0,1,4,3.2,1,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
2442,1440,Year 2 Fall,125,1833,ENG 1,19,0,0,0,0,0,0.0,,11.0,0,1,0,0,0,0,0,1,2.42,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
2443,1441,Year 2 Fall,218,2321,ENG 1,20,0,0,0,0,1,30.0,0.933333333333333,15.0,0,0,0,0,0,1,1,2,2.7,0,16.0,20.8445391667551,3.0,0.0,1,1,0,1,1,0,0,0
2444,1453,Year 2 Fall,119,5224,ENG 1,44,1,0,0,0,0,62.5,3.824,11.0,0,0,0,1,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
2445,1472,Year 2 Fall,159,8975,ENG 1,22,0,0,0,0,0,14.5,2.27586206896552,6.0,0,0,0,1,0,0,0,0,,1,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
2446,1473,Year 2 Fall,125,1833,ENG 1,19,0,0,0,0,1,17.0,2.17647058823529,15.0,0,0,0,0,0,0,1,3,2.9,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2447,1474,Year 2 Fall,159,8975,ENG 1,19,1,0,0,0,1,0.0,,7.0,0,1,0,0,0,0,0,0,3.9,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0
2448,1477,Year 2 Fall,147,2351,ENG 1,18,0,0,0,0,1,3.0,3.0,7.0,0,1,0,0,0,0,1,3,2.5,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
2449,1480,Year 2 Fall,154,2019,ENG 1,18,0,0,0,0,0,9.0,2.66666666666667,13.0,0,1,0,0,0,1,0,0,3.32,0,3.0,2.73846472223599,0.0,1.0,1,1,0,1,0,0,1,0
2450,1481,Year 2 Fall,146,2001,ENG 1,19,1,0,0,0,0,3.0,4.0,16.0,0,1,0,0,0,0,1,3,3.08,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
2451,1489,Year 2 Fall,160,2321,ENG 1,20,0,1,0,0,0,37.0,2.08108108108108,13.0,0,0,0,0,0,0,1,2,2.8,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
2452,1502,Year 2 Fall,130,2017,ENG 1,19,0,0,0,0,1,17.0,3.05882352941176,14.0,0,0,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2453,1503,Year 2 Fall,130,2017,ENG 1,21,0,0,0,0,1,17.0,3.17647058823529,14.0,0,0,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2454,1506,Year 2 Fall,137,8735,ENG 1,19,0,0,0,1,0,49.0,2.55102040816327,10.0,0,0,0,0,0,0,1,2,2.88,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
2455,1508,Year 2 Fall,160,2321,ENG 1,25,1,0,0,0,1,10.0,4.0,15.0,0,0,0,0,0,0,0,0,2.0,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
2456,1519,Year 2 Fall,150,2357,ENG 1,21,1,0,0,0,1,48.0,4.0,18.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
2457,1549,Year 2 Fall,125,1833,ENG 1,20,1,0,0,0,1,24.5,4.0,13.0,0,0,0,0,0,1,1,4,3.8,0,26.0,24.5720566666126,0.0,0.0,1,1,1,0,1,0,0,0
2458,1562,Year 2 Fall,154,2019,ENG 1,19,1,0,0,0,1,0.0,,15.0,0,1,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0
